,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Season__Autumn,Season__Spring,Season__Summer,Season__Winter,Weekday
5002,862,10,21.4,85.0,1.1,596,18.7,1.34,0.0,0.0,0,0,0,1,0,1
5004,1145,12,24.1,73.0,2.2,992,18.9,2.15,0.0,0.0,0,0,0,1,0,1
5005,1234,13,24.9,69.0,2.2,850,18.8,2.14,0.0,0.0,0,0,0,1,0,1
5006,1243,14,24.7,72.0,2.9,720,19.3,1.45,0.0,0.0,0,0,0,1,0,1
5007,1362,15,25.5,68.0,2.4,638,19.1,1.61,0.0,0.0,0,0,0,1,0,1
5008,1618,16,25.0,74.0,2.2,578,20.0,0.52,0.0,0.0,0,0,0,1,0,1
5009,2115,17,25.1,70.0,2.2,796,19.2,0.48,0.0,0.0,0,0,0,1,0,1
5012,2274,20,24.2,72.0,1.4,833,18.8,0.03,0.0,0.0,0,0,0,1,0,1
5013,2200,21,23.3,71.0,1.3,1145,17.7,0.0,0.0,0.0,0,0,0,1,0,1
5014,1959,22,22.7,77.0,2.0,1099,18.4,0.0,0.0,0.0,0,0,0,1,0,1
5015,980,23,22.3,83.0,2.6,490,19.2,0.0,0.0,0.0,0,0,0,1,0,1
5016,561,0,22.2,84.0,1.1,482,19.3,0.0,0.0,0.0,0,0,0,1,0,1
5017,1068,1,22.2,84.0,0.3,610,19.3,0.0,0.0,0.0,0,0,0,1,0,1
5018,652,2,22.4,84.0,0.6,667,19.5,0.0,0.0,0.0,0,0,0,1,0,1
5019,344,3,22.4,86.0,0.6,618,19.9,0.0,0.0,0.0,0,0,0,1,0,1
5020,233,4,22.3,88.0,0.9,298,20.2,0.0,0.0,0.0,0,0,0,1,0,1
5021,266,5,22.1,93.0,0.4,333,20.9,0.0,0.0,0.0,0,0,0,1,0,1
5023,1391,7,22.7,81.0,0.4,866,19.2,0.4,0.0,0.0,0,0,0,1,0,1
5024,2288,8,24.2,73.0,1.0,1581,19.0,0.96,0.0,0.0,0,0,0,1,0,1
5025,1246,9,24.8,75.0,1.1,1418,20.0,0.63,0.0,0.0,0,0,0,1,0,1
5026,826,10,25.3,70.0,0.6,1386,19.4,0.7,0.0,0.0,0,0,0,1,0,1
5027,938,11,26.5,64.0,1.8,1806,19.1,1.3,0.0,0.0,0,0,0,1,0,1
5028,1158,12,27.0,68.0,2.0,1863,20.5,1.3,0.0,0.0,0,0,0,1,0,1
5029,1040,13,27.2,68.0,1.8,1575,20.7,1.1,0.0,0.0,0,0,0,1,0,1
5030,1030,14,27.1,72.0,3.0,1126,21.6,0.91,0.0,0.0,0,0,0,1,0,1
5031,1209,15,26.4,76.0,3.7,1370,21.8,1.01,0.0,0.0,0,0,0,1,0,1
5032,766,16,25.2,81.0,3.6,961,21.6,0.5,0.0,0.0,0,0,0,1,0,1
5035,944,19,20.9,97.0,1.0,1747,20.3,0.19,0.0,0.0,0,0,0,1,0,1
5036,1039,20,21.0,96.0,0.1,1431,20.3,0.02,0.0,0.0,0,0,0,1,0,1
5037,1223,21,21.3,94.0,0.3,1314,20.2,0.0,0.0,0.0,0,0,0,1,0,1
5038,1239,22,21.6,94.0,1.1,766,20.5,0.0,0.0,0.0,0,0,0,1,0,1
5039,931,23,21.7,96.0,0.3,293,21.0,0.0,0.0,0.0,0,0,0,1,0,1
5040,470,0,21.9,95.0,1.9,357,21.0,0.0,0.0,0.0,0,0,0,1,0,1
5047,883,7,22.0,97.0,0.9,269,21.4,0.03,0.0,0.0,0,0,0,1,0,1
5048,2028,8,22.2,95.0,1.6,389,21.3,0.26,0.0,0.0,0,0,0,1,0,1
5049,1195,9,22.9,86.0,1.7,538,20.4,0.76,0.0,0.0,0,0,0,1,0,1
5050,913,10,24.4,76.0,2.1,617,19.8,1.58,0.0,0.0,0,0,0,1,0,1
5051,956,11,24.8,74.0,1.8,644,19.8,1.41,0.0,0.0,0,0,0,1,0,1
5052,1168,12,26.1,67.0,2.2,758,19.4,2.15,0.0,0.0,0,0,0,1,0,1
5057,2099,17,28.5,60.0,2.6,1014,19.9,1.33,0.0,0.0,0,0,0,1,0,1
5060,2339,20,26.2,70.0,1.5,792,20.2,0.12,0.0,0.0,0,0,0,1,0,1
5061,2225,21,25.2,75.0,1.4,644,20.4,0.0,0.0,0.0,0,0,0,1,0,1
5062,2103,22,24.2,80.0,1.3,500,20.5,0.0,0.0,0.0,0,0,0,1,0,1
5063,1552,23,23.5,83.0,1.4,436,20.4,0.0,0.0,0.0,0,0,0,1,0,1
5064,1275,0,23.0,84.0,1.9,375,20.1,0.0,0.0,0.0,0,0,0,1,0,0
5065,1070,1,22.6,85.0,0.3,323,19.9,0.0,0.0,0.0,0,0,0,1,0,0
5066,859,2,22.2,88.0,1.0,295,20.1,0.0,0.0,0.0,0,0,0,1,0,0
5067,625,3,21.9,88.0,0.9,274,19.8,0.0,0.0,0.0,0,0,0,1,0,0
5068,382,4,21.7,93.0,0.1,244,20.5,0.0,0.0,0.0,0,0,0,1,0,0
5069,247,5,21.7,88.0,0.6,289,19.6,0.0,0.0,0.0,0,0,0,1,0,0
5071,468,7,22.5,86.0,0.6,299,20.0,0.07,0.0,0.0,0,0,0,1,0,0
5072,825,8,23.4,81.0,0.5,313,19.9,0.37,0.0,0.0,0,0,0,1,0,0
5073,862,9,24.2,81.0,0.9,295,20.7,0.53,0.0,0.0,0,0,0,1,0,0
5074,933,10,25.1,73.0,0.9,358,19.9,0.66,0.0,0.0,0,0,0,1,0,0
5075,871,11,26.4,71.0,1.0,430,20.7,1.36,0.0,0.0,0,0,0,1,0,0
5078,1235,14,27.5,69.0,0.5,736,21.2,1.84,0.0,0.0,0,0,0,1,0,0
5079,1311,15,27.8,71.0,0.9,733,22.0,0.93,0.0,0.0,0,0,0,1,0,0
5080,1317,16,27.9,69.0,0.5,880,21.6,0.61,0.0,0.0,0,0,0,1,0,0
5081,1291,17,27.4,75.0,2.3,616,22.5,0.46,0.0,0.0,0,0,0,1,0,0
5084,778,20,24.2,88.0,0.8,1276,22.0,0.06,0.0,0.0,0,0,0,1,0,0
5085,1005,21,23.9,84.0,0.7,1552,21.0,0.0,0.0,0.0,0,0,0,1,0,0
5086,1107,22,23.4,88.0,0.9,1153,21.2,0.0,0.0,0.0,0,0,0,1,0,0
5087,919,23,22.9,92.0,0.6,989,21.5,0.0,0.0,0.0,0,0,0,1,0,0
5088,865,0,22.6,88.0,0.2,1259,20.5,0.0,0.0,0.0,0,0,0,1,0,0
5089,740,1,22.7,87.0,0.5,1072,20.4,0.0,0.0,0.0,0,0,0,1,0,0
5090,586,2,22.7,87.0,0.5,1187,20.4,0.0,0.0,0.0,0,0,0,1,0,0
5091,368,3,22.7,86.0,0.7,1455,20.2,0.0,0.0,0.0,0,0,0,1,0,0
5092,211,4,22.7,85.0,0.7,1547,20.0,0.0,0.0,0.0,0,0,0,1,0,0
5124,218,12,22.4,97.0,1.0,945,21.8,0.46,0.0,0.0,0,0,0,1,0,1
5126,381,14,23.3,96.0,0.3,434,22.6,0.53,0.0,0.0,0,0,0,1,0,1
5127,619,15,24.2,93.0,1.0,590,22.9,0.78,0.0,0.0,0,0,0,1,0,1
5128,839,16,25.2,87.0,0.9,601,22.8,0.88,0.0,0.0,0,0,0,1,0,1
5129,861,17,25.3,87.0,0.6,751,22.9,0.49,0.0,0.0,0,0,0,1,0,1
5130,832,18,24.9,87.0,1.9,1742,22.5,0.25,0.0,0.0,0,0,0,1,0,1
5137,407,1,23.1,98.0,0.0,958,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5138,354,2,23.0,98.0,0.1,1026,22.6,0.0,0.0,0.0,0,0,0,1,0,1
5139,233,3,22.8,98.0,0.0,1734,22.4,0.0,0.0,0.0,0,0,0,1,0,1
5140,149,4,22.7,97.0,0.2,1808,22.1,0.0,0.0,0.0,0,0,0,1,0,1
5141,224,5,22.6,97.0,0.0,1383,22.0,0.0,0.0,0.0,0,0,0,1,0,1
5142,600,6,22.6,95.0,0.1,1937,21.7,0.05,0.0,0.0,0,0,0,1,0,1
5143,1308,7,23.5,86.0,0.2,1908,21.0,0.38,0.0,0.0,0,0,0,1,0,1
5144,2135,8,24.3,83.0,0.5,1986,21.2,0.53,0.0,0.0,0,0,0,1,0,1
5145,1156,9,25.7,76.0,0.8,1920,21.1,1.11,0.0,0.0,0,0,0,1,0,1
5146,818,10,27.6,71.0,1.6,1870,21.8,2.14,0.0,0.0,0,0,0,1,0,1
5150,1001,14,31.0,56.0,1.5,2000,21.1,1.47,0.0,0.0,0,0,0,1,0,1
5152,1325,16,31.3,52.0,1.2,2000,20.2,1.63,0.0,0.0,0,0,0,1,0,1
5153,1783,17,32.4,50.0,2.2,2000,20.6,1.92,0.0,0.0,0,0,0,1,0,1
5157,2264,21,27.8,72.0,0.6,2000,22.2,0.0,0.0,0.0,0,0,0,1,0,1
5158,1948,22,26.9,78.0,0.6,1806,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5159,1365,23,26.4,78.0,0.3,2000,22.2,0.0,0.0,0.0,0,0,0,1,0,1
5160,971,0,25.9,79.0,0.3,2000,21.9,0.0,0.0,0.0,0,0,0,1,0,1
5161,796,1,25.4,79.0,1.0,2000,21.4,0.0,0.0,0.0,0,0,0,1,0,1
5162,555,2,25.1,82.0,0.2,2000,21.8,0.0,0.0,0.0,0,0,0,1,0,1
5163,372,3,24.9,83.0,0.2,1857,21.8,0.0,0.0,0.0,0,0,0,1,0,1
5164,234,4,24.7,82.0,0.3,2000,21.4,0.0,0.0,0.0,0,0,0,1,0,1
5165,316,5,24.2,86.0,0.2,2000,21.7,0.0,0.0,0.0,0,0,0,1,0,1
5166,747,6,24.0,84.0,0.1,1969,21.1,0.05,0.0,0.0,0,0,0,1,0,1
5167,1450,7,24.6,78.0,0.5,2000,20.5,0.33,0.0,0.0,0,0,0,1,0,1
5168,2215,8,26.4,64.0,0.5,1909,19.0,1.33,0.0,0.0,0,0,0,1,0,1
5169,1191,9,27.4,68.0,0.5,1941,20.9,1.31,0.0,0.0,0,0,0,1,0,1
5170,831,10,28.5,65.0,1.5,1519,21.2,1.74,0.0,0.0,0,0,0,1,0,1
5175,1038,15,31.1,57.0,3.7,1912,21.5,2.03,0.0,0.0,0,0,0,1,0,1
5176,1306,16,31.6,57.0,2.7,1882,22.0,2.19,0.0,0.0,0,0,0,1,0,1
5177,1856,17,31.2,56.0,3.4,1943,21.3,1.82,0.0,0.0,0,0,0,1,0,1
5181,2274,21,26.2,70.0,2.2,1908,20.2,0.0,0.0,0.0,0,0,0,1,0,1
5182,2091,22,25.1,73.0,2.5,1808,19.9,0.0,0.0,0.0,0,0,0,1,0,1
5183,1432,23,24.7,74.0,1.4,1596,19.7,0.0,0.0,0.0,0,0,0,1,0,1
5184,1078,0,24.2,77.0,1.8,1365,19.9,0.0,0.0,0.0,0,0,0,1,0,1
5185,846,1,23.9,79.0,1.7,1121,20.0,0.0,0.0,0.0,0,0,0,1,0,1
5186,568,2,23.6,80.0,1.5,879,19.9,0.0,0.0,0.0,0,0,0,1,0,1
5187,376,3,23.5,81.0,0.9,878,20.0,0.0,0.0,0.0,0,0,0,1,0,1
5188,267,4,23.5,80.0,0.4,924,19.8,0.0,0.0,0.0,0,0,0,1,0,1
5189,326,5,23.5,80.0,0.3,838,19.8,0.0,0.0,0.0,0,0,0,1,0,1
5190,438,6,23.5,80.0,0.3,768,19.8,0.0,0.0,0.0,0,0,0,1,0,1
5192,1836,8,23.6,93.0,0.9,308,22.3,0.21,0.0,0.0,0,0,0,1,0,1
5193,1112,9,24.2,84.0,0.9,632,21.3,0.49,0.0,0.0,0,0,0,1,0,1
5194,827,10,25.6,75.0,1.1,1028,20.8,1.22,0.0,0.0,0,0,0,1,0,1
5195,890,11,26.3,71.0,1.1,1340,20.6,0.86,0.0,0.0,0,0,0,1,0,1
5196,996,12,27.0,68.0,1.1,1744,20.5,1.2,0.0,0.0,0,0,0,1,0,1
5197,929,13,28.1,67.0,1.1,1772,21.3,1.43,0.0,0.0,0,0,0,1,0,1
5198,933,14,28.3,67.0,3.0,1242,21.5,1.73,0.0,0.0,0,0,0,1,0,1
5199,1011,15,28.8,66.0,0.9,1806,21.8,1.55,0.0,0.0,0,0,0,1,0,1
5200,1105,16,28.2,71.0,1.7,2000,22.4,0.96,0.0,0.0,0,0,0,1,0,1
5201,1381,17,27.3,76.0,0.9,1971,22.6,0.52,0.0,0.0,0,0,0,1,0,1
5203,2309,19,26.7,69.0,1.4,2000,20.5,0.36,0.0,0.0,0,0,0,1,0,1
5204,2122,20,25.8,68.0,1.4,2000,19.4,0.09,0.0,0.0,0,0,0,1,0,1
5205,2063,21,25.2,67.0,1.5,2000,18.6,0.0,0.0,0.0,0,0,0,1,0,1
5206,1941,22,24.4,67.0,1.6,2000,17.8,0.0,0.0,0.0,0,0,0,1,0,1
5207,1406,23,23.9,66.0,1.5,2000,17.1,0.0,0.0,0.0,0,0,0,1,0,1
5208,1075,0,23.5,65.0,1.9,2000,16.5,0.0,0.0,0.0,0,0,0,1,0,1
5209,839,1,23.1,66.0,1.6,2000,16.3,0.0,0.0,0.0,0,0,0,1,0,1
5210,558,2,22.8,65.0,1.8,2000,15.8,0.0,0.0,0.0,0,0,0,1,0,1
5211,403,3,22.6,66.0,1.5,2000,15.9,0.0,0.0,0.0,0,0,0,1,0,1
5212,273,4,22.6,66.0,0.9,2000,15.9,0.0,0.0,0.0,0,0,0,1,0,1
5213,311,5,22.5,66.0,1.5,2000,15.8,0.0,0.0,0.0,0,0,0,1,0,1
5214,723,6,22.4,65.0,1.6,2000,15.4,0.01,0.0,0.0,0,0,0,1,0,1
5215,1449,7,22.6,63.0,1.3,2000,15.1,0.21,0.0,0.0,0,0,0,1,0,1
5216,2273,8,23.2,60.0,1.7,2000,14.9,0.58,0.0,0.0,0,0,0,1,0,1
5217,1318,9,23.3,61.0,1.7,2000,15.3,0.8,0.0,0.0,0,0,0,1,0,1
5218,998,10,23.7,59.0,1.7,2000,15.2,0.89,0.0,0.0,0,0,0,1,0,1
5219,1024,11,23.9,59.0,2.1,2000,15.3,1.08,0.0,0.0,0,0,0,1,0,1
5221,1210,13,26.2,53.0,2.1,2000,15.8,2.23,0.0,0.0,0,0,0,1,0,1
5223,1346,15,26.9,51.0,2.0,2000,15.9,1.95,0.0,0.0,0,0,0,1,0,1
5224,1635,16,26.6,54.0,2.3,2000,16.5,1.24,0.0,0.0,0,0,0,1,0,1
5225,2282,17,26.6,52.0,2.2,2000,15.9,1.02,0.0,0.0,0,0,0,1,0,1
5228,2223,20,23.8,55.0,2.3,2000,14.2,0.05,0.0,0.0,0,0,0,1,0,1
5229,2183,21,23.1,54.0,2.1,2000,13.2,0.0,0.0,0.0,0,0,0,1,0,1
5230,1917,22,22.5,54.0,2.1,2000,12.7,0.0,0.0,0.0,0,0,0,1,0,1
5231,1458,23,22.0,55.0,1.7,2000,12.5,0.0,0.0,0.0,0,0,0,1,0,1
5232,1191,0,21.5,56.0,1.8,2000,12.3,0.0,0.0,0.0,0,0,0,1,0,0
5233,1079,1,21.1,57.0,2.0,2000,12.2,0.0,0.0,0.0,0,0,0,1,0,0
5234,760,2,20.7,58.0,1.5,2000,12.1,0.0,0.0,0.0,0,0,0,1,0,0
5235,545,3,20.4,59.0,1.0,2000,12.1,0.0,0.0,0.0,0,0,0,1,0,0
5236,331,4,20.0,63.0,1.8,2000,12.7,0.0,0.0,0.0,0,0,0,1,0,0
5237,273,5,19.8,63.0,1.4,2000,12.5,0.0,0.0,0.0,0,0,0,1,0,0
5238,396,6,19.5,61.0,1.5,2000,11.7,0.03,0.0,0.0,0,0,0,1,0,0
5239,567,7,19.6,57.0,1.6,2000,10.8,0.42,0.0,0.0,0,0,0,1,0,0
5240,832,8,21.2,52.0,1.6,1998,10.9,1.2,0.0,0.0,0,0,0,1,0,0
5241,1009,9,22.6,51.0,1.7,2000,11.9,1.87,0.0,0.0,0,0,0,1,0,0
5248,1764,16,28.9,44.0,1.6,1998,15.4,2.2,0.0,0.0,0,0,0,1,0,0
5249,2020,17,28.9,45.0,1.4,2000,15.7,1.89,0.0,0.0,0,0,0,1,0,0
5250,2238,18,27.8,48.0,1.2,2000,15.7,0.91,0.0,0.0,0,0,0,1,0,0
5251,2352,19,26.1,51.0,1.4,2000,15.1,0.32,0.0,0.0,0,0,0,1,0,0
5252,2232,20,24.6,51.0,1.7,2000,13.7,0.07,0.0,0.0,0,0,0,1,0,0
5253,2235,21,23.4,52.0,1.4,2000,12.9,0.0,0.0,0.0,0,0,0,1,0,0
5254,1921,22,22.6,51.0,1.7,2000,11.9,0.0,0.0,0.0,0,0,0,1,0,0
5255,1416,23,21.7,51.0,1.7,2000,11.1,0.0,0.0,0.0,0,0,0,1,0,0
5256,1208,0,20.7,51.0,1.7,2000,10.1,0.0,0.0,0.0,0,0,0,1,0,0
5257,946,1,19.9,52.0,1.6,2000,9.7,0.0,0.0,0.0,0,0,0,1,0,0
5258,648,2,19.3,54.0,1.4,2000,9.7,0.0,0.0,0.0,0,0,0,1,0,0
5259,460,3,18.8,56.0,1.2,2000,9.8,0.0,0.0,0.0,0,0,0,1,0,0
5260,277,4,18.4,57.0,1.1,2000,9.7,0.0,0.0,0.0,0,0,0,1,0,0
5261,253,5,18.1,57.0,1.4,2000,9.4,0.0,0.0,0.0,0,0,0,1,0,0
5262,267,6,17.8,58.0,1.1,2000,9.4,0.04,0.0,0.0,0,0,0,1,0,0
5263,410,7,18.2,54.0,1.2,2000,8.7,0.42,0.0,0.0,0,0,0,1,0,0
5264,684,8,19.1,53.0,1.7,1952,9.2,0.8,0.0,0.0,0,0,0,1,0,0
5265,787,9,20.8,51.0,1.5,1973,10.2,1.65,0.0,0.0,0,0,0,1,0,0
5272,2070,16,27.9,39.0,1.2,2000,12.6,2.16,0.0,0.0,0,0,0,1,0,0
5273,2266,17,27.4,44.0,1.7,2000,14.0,1.17,0.0,0.0,0,0,0,1,0,0
5274,2351,18,26.7,48.0,1.0,2000,14.7,0.53,0.0,0.0,0,0,0,1,0,0
5275,2272,19,26.3,51.0,1.7,2000,15.3,0.18,0.0,0.0,0,0,0,1,0,0
5276,2348,20,25.7,53.0,1.3,2000,15.3,0.03,0.0,0.0,0,0,0,1,0,0
5277,2055,21,25.3,55.0,1.4,2000,15.6,0.0,0.0,0.0,0,0,0,1,0,0
5278,1717,22,25.0,57.0,1.0,2000,15.8,0.0,0.0,0.0,0,0,0,1,0,0
5279,1252,23,24.6,60.0,2.6,2000,16.3,0.0,0.0,0.0,0,0,0,1,0,0
5280,900,0,24.2,61.0,1.7,2000,16.1,0.0,0.0,0.0,0,0,0,1,0,1
5281,554,1,23.7,64.0,0.8,2000,16.4,0.0,0.0,0.0,0,0,0,1,0,1
5282,387,2,22.7,63.0,0.9,2000,15.2,0.0,0.0,0.0,0,0,0,1,0,1
5283,285,3,21.9,63.0,1.3,2000,14.5,0.0,0.0,0.0,0,0,0,1,0,1
5284,206,4,21.4,63.0,1.5,2000,14.0,0.0,0.0,0.0,0,0,0,1,0,1
5285,301,5,21.1,64.0,1.5,2000,14.0,0.0,0.0,0.0,0,0,0,1,0,1
5286,486,6,21.0,64.0,1.0,2000,13.9,0.03,0.0,0.0,0,0,0,1,0,1
5287,451,7,20.9,66.0,1.4,2000,14.3,0.1,0.0,0.0,0,0,0,1,0,1
5289,575,9,21.1,72.0,1.0,1982,15.8,0.52,0.0,0.0,0,0,0,1,0,1
5290,217,10,21.1,73.0,1.2,1957,16.0,0.4,0.0,0.0,0,0,0,1,0,1
5292,71,12,20.7,83.0,0.6,1244,17.7,0.32,0.0,0.0,0,0,0,1,0,1
5295,59,15,20.3,90.0,0.9,1356,18.5,0.34,0.0,0.0,0,0,0,1,0,1
5308,133,4,20.6,97.0,0.5,1989,20.1,0.0,0.0,0.0,0,0,0,1,0,1
5309,174,5,20.6,97.0,0.6,2000,20.1,0.0,0.0,0.0,0,0,0,1,0,1
5310,534,6,20.7,97.0,0.9,2000,20.2,0.02,0.0,0.0,0,0,0,1,0,1
5311,1209,7,21.1,95.0,0.4,2000,20.2,0.14,0.0,0.0,0,0,0,1,0,1
5312,2017,8,21.7,89.0,0.5,2000,19.8,0.31,0.0,0.0,0,0,0,1,0,1
5313,1061,9,22.3,86.0,1.0,2000,19.8,0.42,0.0,0.0,0,0,0,1,0,1
5314,768,10,22.6,85.0,0.9,1996,19.9,0.38,0.0,0.0,0,0,0,1,0,1
5315,909,11,23.2,82.0,1.1,1991,19.9,0.47,0.0,0.0,0,0,0,1,0,1
5316,1035,12,24.1,80.0,0.8,2000,20.4,0.72,0.0,0.0,0,0,0,1,0,1
5317,1074,13,25.2,77.0,1.2,1951,20.8,1.06,0.0,0.0,0,0,0,1,0,1
5318,1142,14,25.5,77.0,0.8,1957,21.1,0.75,0.0,0.0,0,0,0,1,0,1
5319,1169,15,25.7,77.0,0.5,1875,21.3,0.48,0.0,0.0,0,0,0,1,0,1
5320,1462,16,26.3,74.0,0.7,1580,21.2,0.52,0.0,0.0,0,0,0,1,0,1
5321,1603,17,26.5,76.0,1.0,1400,21.9,0.36,0.0,0.0,0,0,0,1,0,1
5322,1665,18,26.2,82.0,0.4,1408,22.8,0.21,0.0,0.0,0,0,0,1,0,1
5324,908,20,25.3,89.0,0.3,745,23.3,0.0,0.0,0.0,0,0,0,1,0,1
5325,1352,21,25.1,86.0,0.3,870,22.5,0.0,0.0,0.0,0,0,0,1,0,1
5326,971,22,25.0,86.0,0.5,796,22.4,0.0,0.0,0.0,0,0,0,1,0,1
5327,373,23,24.9,87.0,0.5,658,22.5,0.0,0.0,0.0,0,0,0,1,0,1
5330,236,2,24.5,96.0,0.5,476,23.8,0.0,0.0,0.0,0,0,0,1,0,1
5332,71,4,24.5,97.0,1.0,317,23.9,0.0,0.0,0.0,0,0,0,1,0,1
5336,827,8,25.1,97.0,0.8,490,24.5,0.26,0.0,0.0,0,0,0,1,0,1
5337,634,9,25.6,96.0,0.6,450,24.9,0.41,0.0,0.0,0,0,0,1,0,1
5339,792,11,27.2,82.0,0.9,1093,23.8,0.93,0.0,0.0,0,0,0,1,0,1
5340,964,12,28.1,73.0,2.1,1326,22.7,0.87,0.0,0.0,0,0,0,1,0,1
5341,991,13,28.7,69.0,2.6,1546,22.4,1.02,0.0,0.0,0,0,0,1,0,1
5342,1052,14,29.2,67.0,2.8,1725,22.4,1.13,0.0,0.0,0,0,0,1,0,1
5343,1106,15,29.4,68.0,2.3,1525,22.8,1.29,0.0,0.0,0,0,0,1,0,1
5344,1344,16,28.7,70.0,3.2,1586,22.6,0.73,0.0,0.0,0,0,0,1,0,1
5345,1923,17,28.7,71.0,2.9,1666,22.9,0.71,0.0,0.0,0,0,0,1,0,1
5347,2328,19,28.2,72.0,1.6,1745,22.6,0.13,0.0,0.0,0,0,0,1,0,1
5348,2048,20,27.7,76.0,1.8,1727,23.0,0.04,0.0,0.0,0,0,0,1,0,1
5349,1936,21,27.3,78.0,1.2,1606,23.1,0.0,0.0,0.0,0,0,0,1,0,1
5350,1870,22,27.1,79.0,1.2,1578,23.1,0.0,0.0,0.0,0,0,0,1,0,1
5351,1298,23,26.9,79.0,0.1,1541,22.9,0.0,0.0,0.0,0,0,0,1,0,1
5352,938,0,26.7,79.0,0.9,1590,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5353,787,1,26.6,80.0,0.0,1485,22.8,0.0,0.0,0.0,0,0,0,1,0,1
5354,517,2,26.3,84.0,0.3,1361,23.3,0.0,0.0,0.0,0,0,0,1,0,1
5355,322,3,26.2,83.0,0.3,1294,23.0,0.0,0.0,0.0,0,0,0,1,0,1
5356,159,4,26.1,85.0,0.6,1081,23.3,0.0,0.0,0.0,0,0,0,1,0,1
5358,593,6,25.6,93.0,1.1,852,24.3,0.01,0.0,0.0,0,0,0,1,0,1
5359,1279,7,25.9,87.0,1.7,834,23.5,0.26,0.0,0.0,0,0,0,1,0,1
5360,1811,8,26.3,84.0,2.1,973,23.3,0.48,0.0,0.0,0,0,0,1,0,1
5361,982,9,26.5,82.0,2.7,815,23.1,0.57,0.0,0.0,0,0,0,1,0,1
5363,805,11,27.4,78.0,2.3,1164,23.2,1.11,0.0,0.0,0,0,0,1,0,1
5364,991,12,27.4,80.0,2.7,1083,23.6,0.97,0.0,0.0,0,0,0,1,0,1
5365,959,13,27.7,76.0,2.6,1258,23.0,1.0,0.0,0.0,0,0,0,1,0,1
5366,976,14,27.8,76.0,3.1,1517,23.1,1.0,0.0,0.0,0,0,0,1,0,1
5367,1163,15,28.0,76.0,2.3,1437,23.3,1.0,0.0,0.0,0,0,0,1,0,1
5368,1296,16,28.1,74.0,2.8,1559,23.0,1.06,0.0,0.0,0,0,0,1,0,1
5369,1915,17,27.9,75.0,2.5,1643,23.0,0.75,0.0,0.0,0,0,0,1,0,1
5371,2313,19,27.4,78.0,1.1,1899,23.2,0.27,0.0,0.0,0,0,0,1,0,1
5372,2214,20,26.9,80.0,1.5,1806,23.1,0.09,0.0,0.0,0,0,0,1,0,1
5373,2115,21,26.3,81.0,0.8,1910,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5374,1945,22,25.9,83.0,0.6,1827,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5375,1355,23,25.5,84.0,0.8,1906,22.5,0.0,0.0,0.0,0,0,0,1,0,1
5376,1006,0,25.1,87.0,0.4,1800,22.7,0.0,0.0,0.0,0,0,0,1,0,1
5377,760,1,24.8,89.0,0.9,1555,22.8,0.0,0.0,0.0,0,0,0,1,0,1
5378,600,2,24.9,86.0,1.3,1469,22.3,0.0,0.0,0.0,0,0,0,1,0,1
5379,377,3,24.9,86.0,2.0,1079,22.3,0.0,0.0,0.0,0,0,0,1,0,1
5380,241,4,24.8,86.0,2.1,1103,22.2,0.0,0.0,0.0,0,0,0,1,0,1
5381,301,5,24.8,84.0,1.4,1303,21.9,0.0,0.0,0.0,0,0,0,1,0,1
5382,665,6,24.8,84.0,1.1,1426,21.9,0.0,0.0,0.0,0,0,0,1,0,1
5383,1321,7,25.0,83.0,1.0,1350,21.9,0.13,0.0,0.0,0,0,0,1,0,1
5384,2114,8,25.5,80.0,1.8,1402,21.7,0.37,0.0,0.0,0,0,0,1,0,1
5385,1240,9,26.6,73.0,2.2,1147,21.3,1.01,0.0,0.0,0,0,0,1,0,1
5386,836,10,27.4,70.0,2.4,1335,21.4,1.28,0.0,0.0,0,0,0,1,0,1
5387,887,11,27.5,70.0,2.4,1719,21.5,1.07,0.0,0.0,0,0,0,1,0,1
5388,1013,12,28.3,68.0,1.9,1546,21.8,1.35,0.0,0.0,0,0,0,1,0,1
5389,1046,13,28.9,68.0,2.8,1934,22.3,1.55,0.0,0.0,0,0,0,1,0,1
5390,999,14,29.5,62.0,2.7,1941,21.4,1.79,0.0,0.0,0,0,0,1,0,1
5391,1094,15,30.2,62.0,2.4,1806,22.1,1.91,0.0,0.0,0,0,0,1,0,1
5392,1291,16,30.0,67.0,2.0,1698,23.1,1.46,0.0,0.0,0,0,0,1,0,1
5393,1782,17,30.1,65.0,1.8,1923,22.7,1.36,0.0,0.0,0,0,0,1,0,1
5395,2320,19,29.8,68.0,2.6,1749,23.2,0.81,0.0,0.0,0,0,0,1,0,1
5396,2069,20,28.2,76.0,2.2,1888,23.5,0.08,0.0,0.0,0,0,0,1,0,1
5397,1924,21,27.2,80.0,2.3,1870,23.4,0.0,0.0,0.0,0,0,0,1,0,1
5398,1879,22,26.7,82.0,1.3,1725,23.3,0.0,0.0,0.0,0,0,0,1,0,1
5399,1439,23,26.2,84.0,1.0,1646,23.2,0.0,0.0,0.0,0,0,0,1,0,1
